"Job Title","Companies","Pay","Location","Date posted","Other information","Job Description"
"Research Assistant (Computer Science & Engineering) (R00003758)","Nanyang Technological University","","Singapore","Posted on 15-Sep-21","Junior Executive Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree 1 year Full-Time Computer/Information Technology, IT-Software 200604393R More than 5000 Employees 24 days Education Dental, Education support, Medical, Sports (e.g. Gym), Regular hours, Mondays - Fridays, Business (e.g. Shirts)","<div class=""vDEj0_0"" data-automation=""jobDescription""><span class=""sx2jih0 zcydq82q _18qlyvc0 _18qlyvcv _18qlyvc1 _18qlyvc8""><div class=""sx2jih0""><div style=""text-align:justify"">Singtel Cognitive and Artificial Intelligence Lab for Enterprises invites applications for the position of Research Assistant.</div><div><div style=""text-align:justify""><strong>Key Responsibilities</strong></div><ul><li style=""text-align:justify"">Designing and developing scalable algorithms for spatial-temporal data mining</li><li style=""text-align:justify"">Designing and developing scalable algorithms for spatial-temporal data management</li><li style=""text-align:justify"">Writing research papers of high quality based on research results</li><li style=""text-align:justify"">Building deployable systems based on the research results</li></ul><div><div style=""text-align:justify""><strong>Job Requirements</strong></div><ul><li style=""text-align:justify"">Bachelor's degree in Computer Science &amp; Engineering</li><li style=""text-align:justify"">Excellent background and research experience in data mining algorithms, data management, machine learning, and probabilistic models as well as algorithms</li><li style=""text-align:justify"">Research experience in spatial data mining and management is a plus</li><li style=""text-align:justify"">Publication records in top-tier venue related to data mining, data management, and machine learning is a plus</li><li style=""text-align:justify"">Excellent background in software engineering with Advanced Programming Skills (C/C++, Java, Javascript)</li><li style=""text-align:justify"">Good communication skills</li></ul><div style=""text-align:justify"">We regret that only shortlisted candidates will be notified.</div></div></div></div></span></div>"
"Data Scientist (MNC |Maritime industry| Machine Learning |Python)","Achieve Career Consultant Pte Ltd","SGD 2,800 - SGD 3,800","Central","Posted on 9-Sep-21","Junior Executive Bachelor's Degree, Post Graduate Diploma, Professional Degree 2 years Full-Time Computer/Information Technology, IT-Software, IT-Network/Sys/DB Admin 199801996Z 05C3451 R2198023 51 - 200 Employees Human Resources Management / Consulting","<div class=""vDEj0_0"" data-automation=""jobDescription""><span class=""sx2jih0 zcydq82q _18qlyvc0 _18qlyvcv _18qlyvc1 _18qlyvc8""><div class=""sx2jih0""><div><ul><li><strong>Learning &amp; Development Opportunities</strong></li><li><strong>Contract Renewable/ Convertible</strong></li><li><strong>Work Life Balance</strong></li></ul><div>Our client is an established subsidiary company that has been around for more than 30 years. They are looking for a self-motivated individual to join the team as a 1-year contract <strong>Data Scientist.</strong></div><div>RESPONSIBILITIES:</div><ul><li>Provide industry insight; technical and analytical support using machine learning, deep learning, pattern matching, data visualisation, and predictive modeling tools to produce analysis and algorithms that help businesses make better decisions.</li><li>Build advanced analytics applications from data (structured and unstructured) on various technology platforms (cloud and big data platforms)</li><li>Execute analytics with the right balance of business and technical skills</li><li>Makes strategic recommendations on data collection, integration and retention requirements incorporating business requirements and knowledge of best practices.</li><li>Identifies valuable internal and external data sources, automates collection processes and enriches data assets through data science methodologies</li><li>Analyzes large amounts of information to discover trends/patterns and present information using data visualization techniques</li><li>Proposes and builds innovative and effective data science solutions and strategies to address topmost business challenges</li><li>Executes projects in agile methodology</li><li>Leads discovery processes with business stakeholders to identify the business requirements and the expected outcome</li></ul><br/>REQUIREMENTS:<ul><li>Degree in Data Science or related field with solid experience in Machine Learning and Deep Learning and exposure to big data and cloud based analytics;/quantitative related fields</li><li>2-3 years of work experience in similar role preferably from maritime industry sector</li><li>Coding skills in Python, and hands on experience with Python libraries such as Pandas, NumPy, sklearn, tensorflow, ideally in other languages like R, SQL, Hive Sql, C++ </li><li>Data-oriented personality with problem solving aptitude and strong understanding of a business domain</li><li>Excellent communication and presentation skills, helps the organization understand the principles and the behind process to drive organizational buy-in</li></ul><br/>OTHER INFORMATION: <ul><li>Location          :   Marine One Tower  </li><li>Working days  :   5 days - Monday to Friday</li><li>Salary              :  Up till $6,000 (salary will commensurate according to experience &amp; qualifications).</li><li>The Company strives to achieve employee satisfaction and provides conducive working environment, attractive incentives and remuneration to all staff.</li></ul><br/>HOW TO APPLY:<br/> <br/>If you are a team player, meticulous &amp; organized, and more importantly, believe that YOU CAN MAKE A DIFFERENCE, we would like to hear from you.<br/> <br/>Simply submit your application with your updated Resume in MS Word Format to Joanna Siow Hui Yun (EA Personnel Reg. No.: R2198023 ) @ <a class=""__cf_email__"" data-cfemail=""412b2e202f2f206f32282e36012022292824372426332e34316f20322820"" href=""/cdn-cgi/l/email-protection"">[email protected]</a> / by clicking the ‘Apply link’  / call your friendly consultant, Joanna, at 6590 9876 or 8881 7127 for a confidential discussion<br/>                                          <br/>Please indicate the below information in your resume:       <br/>Current &amp; Expected Salary                                          <br/>Reason(s) for leaving                                                  <br/>Notice Period / Availability to commence work<div> <br/>YOUR SUCCESS IS OUR ACHIEVEMENT!</div><br/>Notice:<br/>We would like to inform that only short-listed candidates will be notified. All applications will be treated with the strictest confidence.<br/> <br/>By submitting any application or resume to us, you will be deemed to have read &amp; agreed to the terms of our Privacy Policy, and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration, and for our marketing EDMs which you may opt out by unsubscribing in the mailer. You may refer and access our website at<br/>https://www.achievegroup.asia/privacy-policy/ for more information.<div> <br/>Cessation of Collection of full NRIC Numbers:<br/> <br/>In compliance with the Personal Data Protection Act and commitment to protect candidates’ personal data, Achieve Group will cease to collect, process or use full NRIC numbers during our screening and job application process.<br/> <br/>Kindly ensure your resume provided to us does not contain your full NRIC number and full home address during your job application.<br/> </div></div></div></span></div>"
"Research Associate (R00000676)","Nanyang Technological University","SGD 2,800 - SGD 3,800","Singapore","Posted on 15-Sep-21","Entry Level Master's Degree Full-Time Engineering, Other Engineering 200604393R More than 5000 Employees 24 days Education Dental, Education support, Medical, Sports (e.g. Gym), Regular hours, Mondays - Fridays, Business (e.g. Shirts) Singapore","<div class=""vDEj0_0"" data-automation=""jobDescription""><span class=""sx2jih0 zcydq82q _18qlyvc0 _18qlyvcv _18qlyvc1 _18qlyvc8""><div class=""sx2jih0""><div style=""text-align:justify""><b>School of Computer Science and Engineering is looking for a candidate to join them as a Research Associate.</b></div><div style=""text-align:justify"">We need a Research Associate to help us do some researches on computer system security, especially in implementing, evaluating and quantifying attacks in cloud and robotic systems. This research direction is very crucial for building a reliable, secure and efficient cloud robotics system.</div><div style=""text-align:justify""><b>Key Responsibilities:</b></div><div><ul><li style=""text-align:justify"">Conducting research on security verification and quantification</li><li style=""text-align:justify"">Implementing end-to-end security platform and systems for security evaluation</li><li style=""text-align:justify"">Testing and benchmarking different system-level attacks and defenses</li></ul><div style=""text-align:justify""><b>Requirements:</b></div><ul><li style=""text-align:justify"">Master degree in computer science, software engineering, engineering, mathematics, or related discipline</li><li style=""text-align:justify"">Expertise in computer system implementation (cloud computing, robotics), algorithm and security testing/evaluation</li><li style=""text-align:justify"">Research experience in security system implementation and modeling, and related areas</li><li style=""text-align:justify"">Excellent communication and writing skills</li><li style=""text-align:justify"">Able to conduct research and write report independently and within teams</li></ul><div style=""text-align:justify"">We regret that only shortlisted candidates will be notified.</div></div></div></span></div>"
"Project Officer (Computer Vision) (R00002968)","Nanyang Technological University","SGD 4,000 - SGD 6,000","West","Posted on 15-Sep-21","Junior Executive Bachelor's Degree, Post Graduate Diploma, Professional Degree 1 year Full-Time Computer/Information Technology, IT-Network/Sys/DB Admin, Engineering, Electronics 200604393R More than 5000 Employees 24 days Education Dental, Education support, Medical, Sports (e.g. Gym), Regular hours, Mondays - Fridays, Business (e.g. Shirts)","<div class=""vDEj0_0"" data-automation=""jobDescription""><span class=""sx2jih0 zcydq82q _18qlyvc0 _18qlyvcv _18qlyvc1 _18qlyvc8""><div class=""sx2jih0""><div><div style=""text-align:justify"">School of Computer Science and Engineering invites applications for the position of Project Officer.<div><strong>Key Responsibilities:</strong></div><ul><li>Development of the following areas:</li><li>Machine reasoning methods</li><li>Vision-language methods for vision and language, including visual question answering and visual captioning</li><li>Causal reasoning tools, including causal inference, counterfactual analysis, causal discovery</li><li>Deep learning methods and theory</li><li>Computer vision methods</li><li>Natural language processing methods</li><li>Causal inference theory</li></ul><div><strong>Job Requirements:</strong></div><ul><li>Bachelor degree or above in Computer Science or related disciplines</li><li>Strong mathematical background and related project experience</li><li>Minimum 1 years of related work experience</li><li>Deep understanding of the theory of Machine Learning, Deep Learning, Computer Vision and Causal Inference</li><li>Experience in at least one Deep Learning framework such as Tensorflow, Pytorch and Programming Languages such as Python, Matlab, R and/or C/C++</li><li>Demonstrated project experience related to causal inference will be an advantage</li><li>Good written and oral communication skills</li></ul>We regret that only shortlisted candidates will be notified.</div></div></div></span></div>"
"Project Officer (Computer Vision) (R00002965)","Nanyang Technological University","SGD 4,000 - SGD 6,000","West","Posted on 15-Sep-21","Junior Executive Bachelor's Degree, Post Graduate Diploma, Professional Degree 1 year Full-Time Computer/Information Technology, IT-Network/Sys/DB Admin, Engineering, Electronics 200604393R More than 5000 Employees 24 days Education Dental, Education support, Medical, Sports (e.g. Gym), Regular hours, Mondays - Fridays, Business (e.g. Shirts)","<div class=""vDEj0_0"" data-automation=""jobDescription""><span class=""sx2jih0 zcydq82q _18qlyvc0 _18qlyvcv _18qlyvc1 _18qlyvc8""><div class=""sx2jih0""><div><div style=""text-align:justify"">School of Computer Science and Engineering invites applications for the position of Project Officer.</div><div style=""text-align:justify""><strong>Key Responsibilities:</strong></div><div style=""text-align:justify""><strong>Development of the following areas:</strong></div><ul><li style=""text-align:justify"">Machine reasoning methods</li><li style=""text-align:justify"">Vision-language methods for vision and language, including visual question answering and visual captioning</li><li style=""text-align:justify"">Causal reasoning tools, including causal inference, counterfactual analysis, causal discovery</li><li style=""text-align:justify"">Deep learning methods and theory</li><li style=""text-align:justify"">Computer vision methods</li><li style=""text-align:justify"">Natural language processing methods</li><li style=""text-align:justify"">Causal inference theory</li></ul><div style=""text-align:justify""><strong>Job Requirements:</strong></div><ul><li style=""text-align:justify"">Bachelor degree or above in Computer Science or related disciplines</li><li style=""text-align:justify"">Strong mathematical background and related project experience</li><li style=""text-align:justify"">Minimum 1 years of related work experience</li><li style=""text-align:justify"">Deep understanding of the theory of Machine Learning, Deep Learning, Computer Vision and Causal Inference</li><li style=""text-align:justify"">Experience in at least one Deep Learning framework such as Tensorflow, Pytorch and Programming Languages such as Python, Matlab, R and/or C/C++</li><li style=""text-align:justify"">Demonstrated project experience related to causal inference will be an advantage</li><li style=""text-align:justify"">Good written and oral communication skills</li></ul><div style=""text-align:justify"">We regret that only shortlisted candidates will be notified.</div></div></div></span></div>"
"Data Scientist","RRECRUITER PTE. LTD.","","Central","Posted on 11-Sep-21","Junior Executive Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree 3 years Full-Time Computer/Information Technology, IT-Software, IT-Network/Sys/DB Admin 201840033R 18C9514 R1324924 1 - 50 Employees 30 days Human Resources Management / Consulting","<div class=""vDEj0_0"" data-automation=""jobDescription""><span class=""sx2jih0 zcydq82q _18qlyvc0 _18qlyvcv _18qlyvc1 _18qlyvc8""><div class=""sx2jih0""><div>Responsibilities:<ul><li>Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.</li><li>Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.</li><li>Assess the effectiveness and accuracy of new data sources and data gathering techniques.</li><li>Develop custom data models and algorithms to apply to data sets.</li><li>Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.</li><li>Develop company A/B testing framework and test model quality.</li><li>Coordinate with different functional teams to implement models and monitor outcomes.</li><li>Develop processes and tools to monitor and analyze model performance and data accuracy</li></ul><div>Requirements:</div><ul><li>Coding knowledge and experience with several languages: C, C++, Java, JavaScript, etc.</li><li>Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.</li><li>Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.</li><li>Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.</li><li>Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.</li><li>Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.</li></ul><div>For interested applicant, kindly send your resume in Word/PDF format</div><div>https://rrecruiter-pte-ltd.breezy.hr/p/0b49816814f6-it-team-data-scientist</div><div>Kindly include the following in your resume.<br/>Current Salary<br/>Expected Salary<br/>Availability<br/>Reason for leaving</div><div>Thank you for your application and we regret that only shortlisted applicants will be notified<br/>By submitting any application or resume to us, you will be deemed to have agreed &amp; consented to us collecting, using, retaining &amp; disclosing your personal information to prospective employers with the services provided by us.</div>EA (18C9514/R1324924)</div></div></span></div>"
"Research Fellow (AI & Data Science) #SGUnitedJobs #RIE - R00004106","Nanyang Technological University","SGD 3,000 - SGD 3,800","Singapore","Posted on 13-Sep-21","Junior Executive Master's Degree, Doctorate (PhD) 1 year Full-Time Computer/Information Technology, IT-Software 200604393R More than 5000 Employees 24 days Education Dental, Education support, Medical, Sports (e.g. Gym), Regular hours, Mondays - Fridays, Business (e.g. Shirts)","<div class=""vDEj0_0"" data-automation=""jobDescription""><span class=""sx2jih0 zcydq82q _18qlyvc0 _18qlyvcv _18qlyvc1 _18qlyvc8""><div class=""sx2jih0""><div style=""text-align:justify""><b>Programme Summary</b></div><div><div style=""text-align:justify"">The new Work and Skills Immersion Programme (WSIP) offers fresh graduates and mid-career job seekers a variety of contract work-and-train opportunities, typically on a two-year basis, in key capability areas in the public sector. The positions offered by NTU under this programme aims to support the development of science and technology talents as they are key to the nation's ability to meet future challenges and respond to shifts in the global economy.</div><div style=""text-align:justify"">Successful applicants are employed full-time and receive structured and on-the-job training. By developing in-demand skills, they will be ready to pursue more job opportunities when the economy recovers after the Covid-19 crisis.</div><div style=""text-align:justify""><b>About the Singtel Cognitive and Artificial Intelligence Lab for Enterprises</b></div><div style=""text-align:justify"">The Singtel Cognitive and Artificial Intelligence Lab for Enterprises (<a class=""__cf_email__"" data-cfemail=""025141434e47424c5657"" href=""/cdn-cgi/l/email-protection"">[email protected]</a>) is a 5-year collaboration jointly established by NTU, Singtel and the National Research Foundation (NRF) to support Singapore's transformation into a Smart Nation and help enable the country's digital economy.</div><div style=""text-align:justify"">Research and development efforts in <a class=""__cf_email__"" data-cfemail=""a2f1e1e3eee7e2ecf6f7"" href=""/cdn-cgi/l/email-protection"">[email protected]</a> focus on AI, data analytics, robotics and smart computing. The lab will allow researchers to develop applications for use in the areas of public safety, smart urban solutions, transportation, healthcare, and manufacturing, aiming to resolve various challenges faced by cities.</div><div style=""text-align:justify"">This partnership is expected to expand the product range of Singtel and its regional info-communications technology subsidiary NCS. It will also train more than 100 researchers, engineers and students from NTU and Singtel in the areas of AI, data analytics and edge intelligence. Such capabilities are relevant and beneficial to Singapore's Smart City ecosystem.</div><div style=""text-align:justify""><b>Job Descriptions:</b></div><ul><li style=""text-align:justify"">Undertake R&amp;D in the areas of advanced machine learning and AI algorithms for intelligent transport, IoT, robotics and computer vision etc. with strong inputs from the industry</li><li style=""text-align:justify"">Work independently and/or collaboratively and be responsible for various research tasks</li></ul><div style=""text-align:justify""><b>Requirements:</b></div><ul><li style=""text-align:justify"">PhD degree in computer science and engineering or related fields</li><li style=""text-align:justify"">Good research experience and analytical skills</li><li style=""text-align:justify"">Knowledge or experience in AI and machine learning will be a plus</li><li style=""text-align:justify"">Willingness and ability to develop new skills</li><li style=""text-align:justify"">Effective communication and report writing skills</li><li style=""text-align:justify"">Highly motivated, independent and able to work as a team</li><li style=""text-align:justify"">There will be a 6-12 months industry attachment</li><li style=""text-align:justify"">For Singapore citizen and Singapore PR only, interested applicant please indicate if you are SC/SPR in your CV</li></ul></div></div></span></div>"
"Data Engineer (Start-Up Environment, Upto 5.5k) (ID: 526951) -  JYK","PERSOLKELLY Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd)","SGD 3,000 - SGD 3,800","Central","Posted on 15-Sep-21","Junior Executive Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree 3 years Full-Time Computer/Information Technology, IT-Software, IT-Network/Sys/DB Admin 200701282M 01C4394 01C4394 51 - 200 Employees 27 days Human Resources Management / Consulting","<div class=""vDEj0_0"" data-automation=""jobDescription""><span class=""sx2jih0 zcydq82q _18qlyvc0 _18qlyvcv _18qlyvc1 _18qlyvc8""><div class=""sx2jih0""><div><div><strong>Data Engineer, who is open to work in start-up environment with a small team of AI in the organisation.</strong></div><div><strong>Years of experience :</strong><br/>• 1-3 Years</div><div>Required skillset and preferred experience :<br/>• Proficiency in SQL<br/>• Able to set up databases, establish ETL processes using such as talend, airflow, informatica.<br/>• Able to perform database fine tuning and optimizing database performance.<br/>• Experience in tableau server and performance fine tuning<br/>• Knowledge and experience in databases such as Oracle DB, Postgresql, MySQL, Mongo DB<br/>• Some knowledge and understanding in data streaming technology such as Kafka<br/>• Some knowledge and experience in cloud technology would be good</div></div><div><div>Interested candidates, who wish to apply for the advertised position, please email us an updated copy of your resume. We regret that only shortlisted candidates will be notified.</div><div>Email Address: <a class=""__cf_email__"" data-cfemail=""463223252e741935210636233435292a2d232a2a3f6825292b"" href=""/cdn-cgi/l/email-protection"">[email protected]</a>; <a class=""__cf_email__"" data-cfemail=""1360744c797c714c717c7261776053637661607c7f78767f7f6a3d707c7e"" href=""/cdn-cgi/l/email-protection"">[email protected]</a><br/>Job Code: JYK<br/>EA License No.: 01C4394<br/>EA Registration No. R1873450<br/>#SGUnited</div></div></div></span></div>"
"Scientist, Fluid Dynamics, IHPC","Institute of High Performance Computing (A*STAR)","","Singapore","Posted 15 hours ago","Senior Manager Doctorate (PhD) 1 year Sciences, Science & Technology 199803715K 201 - 500 Employees 30 days R&D Dental, Medical, Regular hours, Mondays - Fridays, Casual (e.g. T-shirts) Singapore","<div class=""vDEj0_0"" data-automation=""jobDescription""><span class=""sx2jih0 zcydq82q _18qlyvc0 _18qlyvcv _18qlyvc1 _18qlyvc8""><div class=""sx2jih0""><p><strong><span><u>Job Description</u></span></strong></p><p><span>The candidate will drive the developments of Physics-Informed Machine Learning (PIML) models in the frameworks of Physic-based Artificial Intelligence for Engineering Modelling and Design and apply the frameworks to the real-world problems.</span></p><p><span>The scope of work includes</span></p><p><span> </span><span>??<span>        </span></span><span>Build PIML models for components, subsystems of complex multiscale, multiphysics engineering systems based on data obtained from experiments or extracted from numerical simulations and additional information from mathematical formulations and boundary conditions that governs the systems.<br/><br/></span><span>??<span>        </span></span><span>The development of PIML models includes the foundation methodologies for incorporating the governing physics into the ML models.<br/><br/></span><span>??<span>        </span></span><span>Couple the PIML models with other models including Reduced Order Model to improve their prediction capabilities.<br/><br/></span><span>??<span>        </span></span><span>Interact with domain experts in the team to better understand the problems and acquire domain knowledge for the constructions of the PIML models.<br/><br/></span><span>??<span>        </span></span><span>Collaborate with industry partners, affiliated research institutes and other relevant stakeholders</span></p><p><strong><span><u>Job Requirements</u></span></strong></p><p><strong><span> </span></strong><span>??<span>        </span></span><span>PhD from reputable universities in Computer Science, Engineering or other relevant disciplines.</span></p><p><span> </span><span>??<span>        </span></span><span>Having backgrounds in engineering (e.g. fluid dynamics, solid mechanics) and in numerical methods (e.g. Finite Volume, Finite Element).</span></p><p><span> </span><span>??<span>        </span></span><span>Experience with data driven modeling, Machine Learning, Neural Net, Deep Learning.</span></p><p><span> </span><span>??<span>        </span></span><span>Strong skills in multi-language programming (e.g. C++, C#, Python, Matlab)</span></p><p><span> </span><span>??<span>        </span></span><span>Experience in customizing open-source programs<br/><br/><span> </span><span>??<span>         </span></span><span>Good interpersonal and communication skills; Ability to adapt and work effectively as members of a team; Good command of written and spoken English language; Resourceful and self-driven with a high degree of profressional integrity. </span></span></p></div></span></div>"
"Data Analytics and Science Lead – Asset management firm","Kerry Consulting Pte Ltd","","Singapore","Posted on 14-Sep-21","Senior Executive Diploma, Advanced/Higher/Graduate Diploma, Master's Degree, Doctorate (PhD) 2 years Full-Time Computer/Information Technology, IT-Software 200307397W 16S8060 R1104305 1 - 50 Employees 30 days Human Resources Management / Consulting","<div class=""vDEj0_0"" data-automation=""jobDescription""><span class=""sx2jih0 zcydq82q _18qlyvc0 _18qlyvcv _18qlyvc1 _18qlyvc8""><div class=""sx2jih0""><div style=""text-align:justify"">We are currently partnering a leading asset management company with their headquarters in Singapore. Given current expansion plan, they are looking for a Data Analytics and Science lead to drive the data transformation journey.</div><div style=""text-align:justify""><strong>Role</strong></div><div style=""text-align:justify"">This is an exciting green-field role with high visibility at the Group Management level. Working with across the trading and quant team, you are the key driver to help develop and build core data analytics capability and at the same time empower the team to realize the self-service analytics vision.  In time to come, you are also responsible for building a high-performance data science and engineering team which is an integral part of the entire organization as it is directly relevant to the business’ market penetration.</div><div style=""text-align:justify""><strong>Requirement</strong></div><ul><li style=""text-align:justify"">PhD/Master qualified, you will have relevant experience strategizing the delivery of next generation data architecture and delivering data analytics platform. Candidates from asset management industry are highly preferred.</li></ul><div style=""text-align:justify""><strong>To apply</strong><br/> </div><div style=""text-align:justify"">Interested candidates, please send your CV by clicking ''Apply Now'' quoting SZ21072. Due to the high volume of applications, only shortlisted candidates are notified.</div><div style=""text-align:justify"">Registration No: R1104305<br/>Licence No: 16S8060</div></div></span></div>"
"Machine Learning Engineer","Singapore Telecommunications Limited","","Singapore","Posted on 6-Sep-21","Junior Executive Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree 2 years Full-Time Computer/Information Technology, IT-Software, IT-Network/Sys/DB Admin 199201624D More than 5000 Employees 24 days Telecommunication Medical, Sports (e.g. Gym), Business (e.g. Shirts), Family-friendly policies, SingTel Recreation Club, Work-life coaching","<div class=""vDEj0_0"" data-automation=""jobDescription""><span class=""sx2jih0 zcydq82q _18qlyvc0 _18qlyvcv _18qlyvc1 _18qlyvc8""><div class=""sx2jih0""><div><div style=""text-align:justify"">Singtel, Asia’s leading communications technology group, provides an extensive range of telecommunications and digital services to millions of consumers and businesses across Asia, Australia, Africa and the USA. With over 140 years of innovation behind us, we continue to push boundaries in our networks and services, to enrich lives and transform businesses.</div><div style=""text-align:justify"">Our core values – Customer Focus, Challenger Spirit, Teamwork, Integrity, and Personal Excellence – shape the way we work. We are passionate about making a difference and have an open and inclusive culture where everyone is empowered to do their best. Our diverse business means you will enjoy unique opportunities and rewarding experiences to learn and grow your career in a dynamic industry.</div><div style=""text-align:justify"">Join us and experience what it’s like to be with an Employer of Choice*. Together, let’s create a brighter digital future for all. *Awarded at the HR Fest Awards 2020</div><div style=""text-align:justify""><strong>Key Responsibilities:</strong></div><ul><li style=""text-align:justify"">Develop optimal engineering solution for automating and monitoring production grade machine learning and data-driven initiatives; supporting Batch and Real-time delivery</li><li style=""text-align:justify"">Conduct design and code reviews with a major focus on performance, scalability and future expansion</li><li style=""text-align:justify"">Work closely with data scientists, business and IT teams to build platform and framework to enable machine learning and data analytics activities on a large-scale</li><li style=""text-align:justify"">Orchestrating Data and Machine Learning pipelines</li><li style=""text-align:justify"">Opportunities to gain exposure to Machine Learning models.</li><li style=""text-align:justify"">Manage, monitor and optimise full machine learning lifecycle</li><li style=""text-align:justify"">Train and re-train ML systems and models as and when necessary</li><li style=""text-align:justify"">Analysing errors of models and designing strategies to overcome them</li><li style=""text-align:justify"">Deploying models to production</li><li style=""text-align:justify"">Create and enhance data solutions enabling seamless delivery of data and is responsible for collecting, parsing, managing and analysing large sets of data</li><li style=""text-align:justify"">Create logical data model and implements the physical database structure and constructs and implements operational feature stores</li><li style=""text-align:justify"">Defining validation strategies</li><li style=""text-align:justify"">Defining the pre-processing or feature engineering to be done on a given dataset</li><li style=""text-align:justify"">Maintain and monitor data quality</li><li style=""text-align:justify"">Continuous enriching the breadth and depth of features in feature stores</li><li style=""text-align:justify"">Evaluate and renew implemented data and machine learning pipelines solutions to ensure their relevance and effectiveness in supporting business needs and growth</li><li style=""text-align:justify"">Innovate through R&amp;D on new technologies</li></ul><div style=""text-align:justify""><strong>The ideal profile should have:</strong></div><ul><li style=""text-align:justify"">Degree in Computer Science, Data Science, IT or a related discipline.</li><li style=""text-align:justify"">2+ years of experience in software engineering or data engineering.</li><li style=""text-align:justify"">Programming experience in Python, Java, Pyspark and Scala.</li><li style=""text-align:justify"">Knowledge of Big Data frameworks like Hadoop, Spark, Impala, Hive, etc</li><li style=""text-align:justify"">Experience in data profiling, ETL development, testing and implementation</li><li style=""text-align:justify"">Experience in building and optimizing ‘big data’ data pipelines, architectures and data sets</li><li style=""text-align:justify"">Experience in working with various ML libraries and packages like Scikit learn, Matplotlib, Caffe, etc.</li><li style=""text-align:justify"">Familiarity with collaboration tools like Git, Bitbucket, Maven, Bamboo and etc</li><li style=""text-align:justify"">Knowledge of virtualization like virtual machines, Docker, Kubernetes and etc</li><li style=""text-align:justify"">Experience in data visualisation software like Tableau</li><li style=""text-align:justify"">Experience in setting up, utilisation and optimisation of CI/CD pipelines, scripting and automated testing</li><li style=""text-align:justify"">Ability to produce specifications for documentations and implementation</li></ul><div style=""text-align:justify"">We believe in the strength of a vibrant, diverse and inclusive workforce where backgrounds, perspectives and life experiences of our people help us innovate and create strong connections with our customers. We strive to ensure all our people practices are non-discriminatory and provide a fair, performance-based work culture that is diverse, inclusive and collaborative.</div></div></div></span></div>"
